'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
2236,0.048,-0.471,-0.518,0.211,0.283,-0.494,0.265,0.267,0.588,0.493,0.613,0.528,0.115,-0.710,-0.080
2237,0.046,-0.475,-0.520,0.214,0.283,-0.498,0.266,0.269,0.590,0.492,0.616,0.529,0.113,-0.716,-0.082
2238,0.047,-0.478,-0.524,0.214,0.286,-0.501,0.266,0.269,0.588,0.493,0.613,0.526,0.106,-0.713,-0.084
2239,0.045,-0.476,-0.520,0.215,0.283,-0.498,0.269,0.271,0.589,0.496,0.610,0.524,0.107,-0.707,-0.083
2240,0.044,-0.474,-0.517,0.214,0.281,-0.496,0.266,0.270,0.589,0.498,0.613,0.525,0.111,-0.710,-0.083
2241,0.046,-0.469,-0.515,0.210,0.281,-0.492,0.266,0.270,0.587,0.496,0.614,0.526,0.111,-0.708,-0.085
2242,0.046,-0.462,-0.507,0.207,0.277,-0.485,0.268,0.270,0.587,0.494,0.615,0.528,0.113,-0.701,-0.085
2243,0.046,-0.459,-0.505,0.205,0.276,-0.482,0.264,0.266,0.585,0.492,0.613,0.525,0.116,-0.703,-0.083
2244,0.047,-0.458,-0.504,0.204,0.276,-0.480,0.265,0.267,0.585,0.493,0.611,0.523,0.118,-0.700,-0.083
2245,0.047,-0.461,-0.507,0.206,0.278,-0.484,0.268,0.270,0.586,0.494,0.612,0.524,0.117,-0.700,-0.084
2246,0.048,-0.459,-0.505,0.204,0.277,-0.482,0.268,0.269,0.586,0.493,0.614,0.524,0.118,-0.701,-0.083
2247,0.044,-0.448,-0.492,0.201,0.269,-0.470,0.266,0.267,0.585,0.493,0.612,0.519,0.115,-0.691,-0.085
2248,0.044,-0.446,-0.489,0.200,0.267,-0.467,0.262,0.265,0.582,0.490,0.609,0.518,0.110,-0.689,-0.086
2249,0.045,-0.449,-0.494,0.201,0.270,-0.471,0.264,0.265,0.583,0.490,0.611,0.525,0.112,-0.696,-0.087
2250,0.044,-0.452,-0.495,0.203,0.271,-0.473,0.265,0.268,0.586,0.493,0.613,0.526,0.114,-0.697,-0.086
2251,0.046,-0.457,-0.502,0.204,0.275,-0.479,0.265,0.269,0.588,0.493,0.612,0.524,0.113,-0.695,-0.085
2252,0.044,-0.464,-0.507,0.209,0.277,-0.485,0.263,0.268,0.589,0.492,0.612,0.523,0.112,-0.703,-0.086
2253,0.041,-0.470,-0.511,0.214,0.276,-0.491,0.266,0.272,0.590,0.495,0.613,0.527,0.114,-0.708,-0.085
2254,0.040,-0.470,-0.510,0.214,0.275,-0.490,0.270,0.271,0.589,0.495,0.613,0.525,0.112,-0.704,-0.085
2255,0.040,-0.467,-0.506,0.213,0.273,-0.486,0.268,0.271,0.587,0.493,0.611,0.522,0.108,-0.703,-0.087
2256,0.041,-0.472,-0.512,0.215,0.277,-0.492,0.272,0.274,0.589,0.494,0.610,0.522,0.107,-0.705,-0.088
2257,0.034,-0.480,-0.513,0.223,0.274,-0.496,0.278,0.279,0.593,0.495,0.610,0.522,0.104,-0.710,-0.088
2258,0.027,-0.480,-0.507,0.226,0.268,-0.493,0.284,0.285,0.597,0.499,0.610,0.520,0.101,-0.707,-0.091
2259,0.028,-0.472,-0.500,0.222,0.264,-0.486,0.293,0.292,0.602,0.500,0.607,0.517,0.097,-0.699,-0.099
2260,0.024,-0.466,-0.488,0.221,0.256,-0.477,0.303,0.303,0.606,0.500,0.602,0.513,0.091,-0.692,-0.105
2261,0.018,-0.459,-0.475,0.220,0.246,-0.467,0.315,0.317,0.615,0.501,0.599,0.511,0.086,-0.681,-0.112
2262,0.017,-0.447,-0.463,0.214,0.240,-0.455,0.324,0.337,0.629,0.505,0.598,0.506,0.083,-0.674,-0.120
2263,0.015,-0.435,-0.451,0.209,0.233,-0.443,0.340,0.369,0.652,0.520,0.596,0.500,0.079,-0.665,-0.135
2264,0.013,-0.426,-0.440,0.206,0.227,-0.433,0.359,0.405,0.681,0.536,0.595,0.497,0.072,-0.655,-0.149
2265,0.018,-0.429,-0.448,0.204,0.234,-0.439,0.378,0.445,0.714,0.549,0.591,0.490,0.068,-0.658,-0.165
2266,0.025,-0.436,-0.462,0.204,0.243,-0.449,0.396,0.485,0.746,0.562,0.584,0.480,0.063,-0.669,-0.177
2267,0.028,-0.428,-0.456,0.200,0.242,-0.442,0.416,0.525,0.773,0.572,0.575,0.468,0.056,-0.666,-0.195
2268,0.024,-0.421,-0.446,0.198,0.235,-0.433,0.439,0.565,0.800,0.583,0.567,0.457,0.046,-0.660,-0.213
2269,0.015,-0.441,-0.456,0.212,0.236,-0.448,0.465,0.606,0.826,0.588,0.551,0.439,0.032,-0.677,-0.221
2270,0.020,-0.468,-0.487,0.224,0.254,-0.477,0.484,0.644,0.849,0.587,0.529,0.414,0.018,-0.705,-0.227
2271,0.036,-0.496,-0.531,0.229,0.284,-0.514,0.498,0.677,0.866,0.587,0.509,0.389,0.005,-0.738,-0.232
2272,0.049,-0.525,-0.574,0.238,0.311,-0.549,0.520,0.721,0.897,0.599,0.499,0.367,0.001,-0.769,-0.241
2273,0.059,-0.541,-0.600,0.240,0.330,-0.570,0.537,0.762,0.938,0.627,0.508,0.364,0.006,-0.786,-0.255
2274,0.071,-0.553,-0.624,0.240,0.348,-0.589,0.552,0.803,0.976,0.651,0.511,0.357,0.008,-0.800,-0.267
2275,0.087,-0.569,-0.655,0.240,0.371,-0.612,0.570,0.841,1.006,0.668,0.511,0.346,0.009,-0.823,-0.278
2276,0.106,-0.595,-0.701,0.243,0.404,-0.648,0.583,0.867,1.025,0.677,0.507,0.334,0.009,-0.855,-0.281
2277,0.121,-0.630,-0.751,0.254,0.437,-0.691,0.597,0.901,1.052,0.689,0.507,0.324,0.012,-0.890,-0.284
2278,0.139,-0.646,-0.784,0.254,0.462,-0.716,0.613,0.962,1.107,0.732,0.531,0.332,0.032,-0.910,-0.300
2279,0.170,-0.655,-0.825,0.241,0.497,-0.740,0.628,1.031,1.166,0.776,0.563,0.343,0.060,-0.927,-0.318
2280,0.203,-0.664,-0.867,0.230,0.535,-0.766,0.634,1.077,1.208,0.817,0.596,0.356,0.089,-0.947,-0.332
2281,0.232,-0.664,-0.895,0.215,0.564,-0.780,0.637,1.109,1.249,0.870,0.645,0.382,0.127,-0.955,-0.343
2282,0.264,-0.659,-0.923,0.197,0.594,-0.791,0.627,1.111,1.271,0.920,0.703,0.416,0.170,-0.960,-0.348
2283,0.304,-0.637,-0.941,0.166,0.623,-0.788,0.594,1.071,1.284,0.977,0.774,0.464,0.218,-0.952,-0.352
2284,0.352,-0.606,-0.958,0.127,0.655,-0.782,0.562,1.028,1.297,1.046,0.868,0.528,0.284,-0.932,-0.361
2285,0.401,-0.592,-0.993,0.096,0.697,-0.792,0.522,0.976,1.296,1.119,0.963,0.596,0.359,-0.926,-0.363
2286,0.446,-0.577,-1.022,0.065,0.734,-0.799,0.490,0.919,1.286,1.188,1.060,0.657,0.430,-0.916,-0.365
2287,0.478,-0.538,-1.016,0.029,0.747,-0.776,0.493,0.911,1.298,1.262,1.159,0.720,0.483,-0.882,-0.392
2288,0.516,-0.495,-1.011,-0.011,0.764,-0.753,0.472,0.861,1.302,1.351,1.280,0.801,0.556,-0.848,-0.408
2289,0.541,-0.450,-0.991,-0.046,0.766,-0.720,0.445,0.765,1.276,1.431,1.403,0.890,0.627,-0.799,-0.418
2290,0.549,-0.407,-0.957,-0.071,0.753,-0.682,0.448,0.713,1.261,1.504,1.507,0.961,0.678,-0.750,-0.440
2291,0.573,-0.373,-0.946,-0.100,0.759,-0.659,0.426,0.591,1.188,1.548,1.606,1.027,0.736,-0.715,-0.444
2292,0.583,-0.322,-0.904,-0.132,0.745,-0.613,0.401,0.436,1.084,1.575,1.700,1.103,0.776,-0.654,-0.447
2293,0.579,-0.273,-0.852,-0.153,0.716,-0.562,0.364,0.259,0.970,1.598,1.800,1.188,0.824,-0.601,-0.439
2294,0.578,-0.237,-0.816,-0.171,0.698,-0.526,0.335,0.119,0.890,1.629,1.884,1.250,0.867,-0.552,-0.431
2295,0.583,-0.195,-0.777,-0.195,0.680,-0.486,0.334,0.064,0.878,1.685,1.962,1.309,0.904,-0.507,-0.443
2296,0.587,-0.164,-0.750,-0.212,0.669,-0.458,0.311,-0.017,0.872,1.744,2.034,1.359,0.947,-0.477,-0.446
2297,0.569,-0.185,-0.754,-0.193,0.662,-0.470,0.317,-0.033,0.892,1.800,2.067,1.377,0.962,-0.483,-0.443
2298,0.521,-0.213,-0.735,-0.154,0.628,-0.473,0.334,-0.049,0.865,1.805,2.084,1.401,0.965,-0.493,-0.424
2299,0.482,-0.208,-0.690,-0.138,0.587,-0.449,0.330,-0.110,0.820,1.791,2.083,1.413,0.961,-0.474,-0.409
2300,0.444,-0.196,-0.639,-0.124,0.541,-0.417,0.353,-0.121,0.808,1.787,2.066,1.405,0.935,-0.452,-0.415
2301,0.395,-0.207,-0.602,-0.094,0.498,-0.405,0.370,-0.145,0.785,1.764,2.014,1.375,0.897,-0.452,-0.405
2302,0.362,-0.266,-0.627,-0.049,0.495,-0.447,0.387,-0.165,0.772,1.730,1.920,1.306,0.845,-0.499,-0.381
2303,0.334,-0.316,-0.648,-0.009,0.491,-0.482,0.393,-0.188,0.747,1.683,1.833,1.250,0.798,-0.539,-0.357
2304,0.288,-0.353,-0.641,0.033,0.465,-0.497,0.370,-0.248,0.671,1.583,1.720,1.190,0.739,-0.568,-0.317
2305,0.237,-0.418,-0.655,0.090,0.447,-0.537,0.352,-0.315,0.562,1.409,1.548,1.089,0.645,-0.621,-0.257
2306,0.218,-0.482,-0.700,0.132,0.459,-0.591,0.317,-0.366,0.475,1.257,1.377,0.988,0.562,-0.684,-0.199
2307,0.177,-0.526,-0.703,0.174,0.441,-0.615,0.325,-0.362,0.426,1.125,1.216,0.881,0.465,-0.728,-0.172
2308,0.113,-0.554,-0.666,0.220,0.390,-0.611,0.351,-0.377,0.355,0.969,1.063,0.787,0.365,-0.742,-0.152
2309,0.061,-0.583,-0.643,0.260,0.352,-0.613,0.350,-0.409,0.251,0.781,0.914,0.703,0.274,-0.764,-0.114
2310,0.005,-0.627,-0.631,0.310,0.319,-0.629,0.342,-0.446,0.105,0.527,0.740,0.601,0.166,-0.801,-0.057
2311,-0.038,-0.655,-0.616,0.346,0.289,-0.636,0.311,-0.524,-0.049,0.297,0.591,0.529,0.081,-0.821,0.004
2312,-0.077,-0.664,-0.586,0.370,0.255,-0.625,0.289,-0.569,-0.127,0.161,0.489,0.482,0.017,-0.817,0.044
2313,-0.117,-0.674,-0.557,0.395,0.221,-0.616,0.271,-0.582,-0.156,0.079,0.408,0.427,-0.044,-0.812,0.072
2314,-0.147,-0.684,-0.537,0.415,0.195,-0.611,0.259,-0.579,-0.167,0.028,0.347,0.379,-0.094,-0.813,0.089
2315,-0.169,-0.693,-0.523,0.430,0.177,-0.608,0.263,-0.553,-0.151,0.009,0.318,0.351,-0.123,-0.816,0.090
2316,-0.176,-0.689,-0.512,0.432,0.168,-0.601,0.253,-0.528,-0.113,0.035,0.327,0.347,-0.127,-0.812,0.086
2317,-0.175,-0.688,-0.511,0.431,0.169,-0.600,0.235,-0.504,-0.075,0.066,0.345,0.350,-0.127,-0.807,0.083
2318,-0.173,-0.681,-0.507,0.426,0.168,-0.594,0.222,-0.481,-0.046,0.089,0.362,0.356,-0.122,-0.798,0.077
2319,-0.174,-0.664,-0.490,0.418,0.159,-0.578,0.217,-0.457,-0.017,0.106,0.370,0.357,-0.121,-0.789,0.069
2320,-0.169,-0.668,-0.499,0.417,0.166,-0.584,0.222,-0.420,0.017,0.118,0.371,0.348,-0.121,-0.804,0.061
2321,-0.162,-0.658,-0.496,0.409,0.168,-0.578,0.236,-0.362,0.071,0.153,0.383,0.346,-0.115,-0.799,0.043
2322,-0.152,-0.639,-0.487,0.395,0.168,-0.564,0.258,-0.305,0.117,0.180,0.394,0.349,-0.109,-0.787,0.021
2323,-0.141,-0.632,-0.490,0.386,0.175,-0.561,0.268,-0.245,0.168,0.212,0.405,0.349,-0.101,-0.790,0.006
2324,-0.127,-0.621,-0.492,0.373,0.183,-0.556,0.274,-0.184,0.225,0.255,0.424,0.364,-0.080,-0.786,-0.011
2325,-0.112,-0.624,-0.511,0.367,0.200,-0.568,0.283,-0.138,0.266,0.283,0.442,0.374,-0.063,-0.795,-0.029
2326,-0.107,-0.627,-0.519,0.367,0.206,-0.574,0.289,-0.090,0.306,0.312,0.453,0.372,-0.053,-0.802,-0.042
2327,-0.090,-0.618,-0.526,0.353,0.218,-0.572,0.284,-0.052,0.338,0.332,0.459,0.375,-0.038,-0.805,-0.049
2328,-0.084,-0.618,-0.533,0.350,0.225,-0.576,0.277,-0.029,0.357,0.342,0.461,0.373,-0.028,-0.819,-0.054
2329,-0.079,-0.619,-0.539,0.348,0.231,-0.579,0.277,0.001,0.382,0.356,0.466,0.376,-0.023,-0.820,-0.060
2330,-0.067,-0.610,-0.543,0.338,0.238,-0.577,0.274,0.029,0.406,0.373,0.478,0.387,-0.018,-0.815,-0.067
2331,-0.058,-0.597,-0.539,0.327,0.241,-0.568,0.270,0.059,0.433,0.393,0.491,0.397,-0.007,-0.804,-0.072
2332,-0.044,-0.584,-0.539,0.314,0.248,-0.562,0.272,0.099,0.467,0.416,0.509,0.412,0.007,-0.788,-0.080
2333,-0.027,-0.571,-0.543,0.298,0.259,-0.557,0.269,0.138,0.500,0.442,0.528,0.431,0.028,-0.784,-0.085
2334,-0.004,-0.554,-0.549,0.279,0.273,-0.552,0.261,0.173,0.534,0.466,0.545,0.446,0.050,-0.776,-0.088
2335,0.009,-0.540,-0.548,0.266,0.279,-0.544,0.265,0.203,0.559,0.482,0.558,0.456,0.066,-0.765,-0.092
2336,0.019,-0.523,-0.542,0.252,0.281,-0.532,0.271,0.225,0.576,0.493,0.567,0.465,0.077,-0.754,-0.097
2337,0.022,-0.524,-0.546,0.250,0.284,-0.535,0.278,0.249,0.597,0.510,0.578,0.476,0.081,-0.750,-0.100
2338,0.029,-0.518,-0.547,0.244,0.288,-0.533,0.282,0.273,0.618,0.527,0.592,0.487,0.090,-0.745,-0.103
2339,0.049,-0.493,-0.541,0.222,0.295,-0.517,0.285,0.294,0.641,0.546,0.605,0.499,0.105,-0.728,-0.111
2340,0.062,-0.479,-0.541,0.207,0.302,-0.510,0.288,0.316,0.658,0.559,0.618,0.508,0.116,-0.718,-0.115
2341,0.071,-0.465,-0.535,0.196,0.303,-0.499,0.292,0.331,0.677,0.572,0.627,0.516,0.124,-0.708,-0.117
2342,0.071,-0.454,-0.524,0.191,0.298,-0.489,0.294,0.339,0.685,0.578,0.628,0.522,0.133,-0.702,-0.118
2343,0.069,-0.447,-0.515,0.189,0.292,-0.481,0.294,0.342,0.678,0.573,0.628,0.523,0.136,-0.696,-0.119
2344,0.067,-0.442,-0.507,0.187,0.287,-0.474,0.298,0.346,0.685,0.576,0.633,0.526,0.131,-0.686,-0.123
2345,0.069,-0.439,-0.508,0.184,0.288,-0.473,0.303,0.349,0.684,0.578,0.636,0.528,0.130,-0.683,-0.126
2346,0.069,-0.437,-0.505,0.183,0.287,-0.471,0.304,0.354,0.689,0.582,0.634,0.531,0.131,-0.680,-0.126
2347,0.066,-0.430,-0.495,0.181,0.281,-0.463,0.303,0.356,0.696,0.582,0.634,0.531,0.132,-0.678,-0.128
2348,0.065,-0.423,-0.487,0.178,0.276,-0.455,0.300,0.356,0.693,0.578,0.633,0.532,0.134,-0.673,-0.128
2349,0.063,-0.420,-0.482,0.178,0.273,-0.452,0.303,0.359,0.695,0.580,0.635,0.533,0.133,-0.670,-0.127
2350,0.067,-0.421,-0.487,0.176,0.277,-0.454,0.302,0.360,0.695,0.580,0.635,0.529,0.132,-0.671,-0.128
2351,0.070,-0.427,-0.497,0.177,0.284,-0.462,0.300,0.360,0.695,0.580,0.634,0.532,0.135,-0.672,-0.127
2352,0.070,-0.431,-0.501,0.179,0.286,-0.466,0.302,0.362,0.697,0.579,0.637,0.537,0.138,-0.678,-0.126
2353,0.066,-0.436,-0.501,0.184,0.284,-0.469,0.304,0.368,0.701,0.580,0.637,0.537,0.139,-0.680,-0.122
2354,0.064,-0.435,-0.498,0.185,0.281,-0.467,0.303,0.369,0.702,0.584,0.639,0.538,0.142,-0.675,-0.122
2355,0.065,-0.431,-0.495,0.182,0.281,-0.463,0.300,0.368,0.702,0.583,0.640,0.538,0.141,-0.677,-0.123
2356,0.066,-0.429,-0.494,0.181,0.281,-0.462,0.301,0.369,0.702,0.580,0.638,0.537,0.133,-0.679,-0.127
2357,0.060,-0.442,-0.502,0.190,0.281,-0.472,0.304,0.372,0.705,0.581,0.639,0.539,0.135,-0.684,-0.124
2358,0.063,-0.451,-0.513,0.193,0.288,-0.482,0.303,0.376,0.707,0.581,0.640,0.539,0.136,-0.687,-0.120
2359,0.068,-0.444,-0.511,0.187,0.290,-0.477,0.301,0.374,0.706,0.582,0.639,0.538,0.138,-0.682,-0.120
2360,0.068,-0.441,-0.508,0.185,0.288,-0.474,0.301,0.373,0.706,0.582,0.638,0.538,0.145,-0.681,-0.119
2361,0.072,-0.432,-0.504,0.179,0.288,-0.469,0.301,0.374,0.705,0.580,0.636,0.536,0.137,-0.678,-0.123
2362,0.073,-0.424,-0.498,0.175,0.286,-0.461,0.299,0.372,0.705,0.580,0.638,0.536,0.133,-0.674,-0.127
2363,0.076,-0.418,-0.493,0.171,0.285,-0.456,0.296,0.372,0.707,0.579,0.636,0.537,0.138,-0.670,-0.126
2364,0.078,-0.418,-0.495,0.169,0.287,-0.457,0.297,0.374,0.707,0.578,0.638,0.541,0.143,-0.672,-0.123
2365,0.078,-0.423,-0.500,0.172,0.289,-0.462,0.298,0.374,0.706,0.579,0.640,0.539,0.144,-0.672,-0.121
2366,0.077,-0.426,-0.502,0.174,0.290,-0.465,0.297,0.375,0.708,0.581,0.633,0.534,0.138,-0.670,-0.124
2367,0.077,-0.417,-0.493,0.169,0.286,-0.455,0.295,0.374,0.707,0.580,0.632,0.535,0.140,-0.665,-0.126
2368,0.078,-0.408,-0.486,0.165,0.282,-0.448,0.290,0.372,0.706,0.578,0.634,0.536,0.143,-0.662,-0.125
2369,0.071,-0.412,-0.482,0.170,0.278,-0.447,0.291,0.376,0.711,0.581,0.637,0.539,0.144,-0.663,-0.126
2370,0.064,-0.412,-0.475,0.174,0.270,-0.444,0.294,0.379,0.715,0.586,0.641,0.543,0.144,-0.661,-0.126
2371,0.063,-0.416,-0.479,0.176,0.271,-0.448,0.295,0.382,0.718,0.589,0.642,0.544,0.143,-0.664,-0.126
2372,0.068,-0.422,-0.489,0.176,0.279,-0.456,0.294,0.384,0.720,0.589,0.643,0.543,0.147,-0.668,-0.124
2373,0.068,-0.428,-0.496,0.179,0.282,-0.462,0.295,0.385,0.721,0.592,0.644,0.544,0.149,-0.670,-0.123
2374,0.069,-0.429,-0.497,0.179,0.283,-0.463,0.295,0.388,0.723,0.591,0.645,0.543,0.144,-0.668,-0.124
2375,0.071,-0.425,-0.496,0.176,0.284,-0.461,0.296,0.390,0.723,0.590,0.645,0.543,0.145,-0.668,-0.127
2376,0.070,-0.424,-0.494,0.176,0.282,-0.459,0.295,0.390,0.723,0.592,0.645,0.543,0.146,-0.667,-0.125
2377,0.072,-0.433,-0.505,0.180,0.289,-0.469,0.295,0.392,0.725,0.592,0.648,0.544,0.146,-0.672,-0.126
2378,0.075,-0.440,-0.514,0.182,0.295,-0.477,0.299,0.396,0.729,0.594,0.652,0.548,0.146,-0.681,-0.123
2379,0.077,-0.434,-0.511,0.178,0.294,-0.472,0.300,0.397,0.731,0.595,0.653,0.547,0.150,-0.678,-0.123
2380,0.081,-0.431,-0.512,0.174,0.296,-0.471,0.298,0.397,0.729,0.594,0.651,0.545,0.150,-0.676,-0.127
2381,0.081,-0.426,-0.506,0.172,0.294,-0.467,0.296,0.398,0.729,0.594,0.650,0.545,0.149,-0.674,-0.128
2382,0.081,-0.417,-0.498,0.168,0.290,-0.458,0.296,0.398,0.731,0.594,0.652,0.547,0.154,-0.668,-0.128
2383,0.079,-0.414,-0.491,0.167,0.285,-0.453,0.296,0.395,0.730,0.594,0.650,0.546,0.151,-0.665,-0.128
2384,0.078,-0.416,-0.494,0.169,0.286,-0.455,0.294,0.396,0.729,0.595,0.651,0.545,0.151,-0.666,-0.129
2385,0.083,-0.417,-0.499,0.167,0.291,-0.459,0.296,0.400,0.730,0.596,0.652,0.545,0.152,-0.668,-0.130
2386,0.085,-0.416,-0.500,0.165,0.293,-0.458,0.295,0.401,0.732,0.598,0.653,0.545,0.156,-0.669,-0.130
2387,0.083,-0.408,-0.491,0.163,0.287,-0.450,0.294,0.401,0.731,0.597,0.654,0.546,0.164,-0.665,-0.129
2388,0.079,-0.402,-0.480,0.161,0.280,-0.442,0.291,0.400,0.730,0.596,0.652,0.545,0.155,-0.663,-0.131
2389,0.086,-0.402,-0.487,0.158,0.286,-0.445,0.292,0.402,0.733,0.598,0.654,0.545,0.149,-0.663,-0.134
2390,0.088,-0.404,-0.491,0.158,0.290,-0.448,0.293,0.404,0.736,0.601,0.654,0.546,0.154,-0.662,-0.133
2391,0.082,-0.410,-0.491,0.164,0.286,-0.451,0.291,0.405,0.737,0.601,0.655,0.546,0.157,-0.663,-0.131
2392,0.081,-0.414,-0.494,0.167,0.287,-0.455,0.293,0.408,0.739,0.602,0.653,0.544,0.151,-0.665,-0.132
2393,0.087,-0.417,-0.505,0.164,0.296,-0.462,0.295,0.409,0.740,0.603,0.659,0.546,0.155,-0.668,-0.131
2394,0.090,-0.418,-0.508,0.163,0.299,-0.463,0.294,0.409,0.741,0.604,0.657,0.548,0.167,-0.671,-0.127
2395,0.090,-0.415,-0.504,0.162,0.297,-0.460,0.291,0.409,0.743,0.605,0.652,0.549,0.162,-0.671,-0.129
2396,0.089,-0.414,-0.503,0.162,0.296,-0.459,0.293,0.412,0.744,0.604,0.657,0.550,0.153,-0.670,-0.133
2397,0.088,-0.421,-0.508,0.166,0.298,-0.465,0.297,0.417,0.748,0.608,0.659,0.551,0.155,-0.670,-0.132
2398,0.089,-0.432,-0.520,0.171,0.305,-0.476,0.299,0.419,0.752,0.613,0.660,0.553,0.155,-0.677,-0.132
2399,0.087,-0.430,-0.517,0.171,0.302,-0.473,0.300,0.420,0.753,0.614,0.660,0.552,0.157,-0.677,-0.132
2400,0.087,-0.424,-0.510,0.168,0.299,-0.468,0.298,0.421,0.754,0.615,0.662,0.552,0.159,-0.673,-0.133
2401,0.088,-0.419,-0.507,0.165,0.297,-0.464,0.297,0.420,0.754,0.614,0.661,0.552,0.161,-0.671,-0.133
2402,0.092,-0.412,-0.503,0.160,0.298,-0.458,0.294,0.420,0.752,0.614,0.659,0.551,0.164,-0.668,-0.133
2403,0.092,-0.407,-0.498,0.157,0.295,-0.453,0.294,0.420,0.753,0.615,0.660,0.550,0.161,-0.663,-0.136
2404,0.088,-0.407,-0.495,0.159,0.292,-0.451,0.298,0.420,0.756,0.618,0.658,0.551,0.159,-0.660,-0.138
2405,0.086,-0.410,-0.496,0.162,0.291,-0.453,0.297,0.424,0.759,0.621,0.661,0.552,0.162,-0.662,-0.138
2406,0.086,-0.411,-0.496,0.163,0.291,-0.454,0.296,0.427,0.762,0.622,0.664,0.554,0.161,-0.660,-0.139
2407,0.088,-0.403,-0.490,0.158,0.289,-0.447,0.297,0.427,0.762,0.621,0.661,0.550,0.160,-0.657,-0.139
2408,0.089,-0.397,-0.485,0.154,0.287,-0.442,0.296,0.428,0.761,0.620,0.660,0.549,0.161,-0.654,-0.140
2409,0.091,-0.399,-0.489,0.153,0.290,-0.444,0.294,0.428,0.762,0.619,0.661,0.552,0.164,-0.659,-0.140
2410,0.091,-0.400,-0.490,0.154,0.291,-0.445,0.294,0.429,0.766,0.622,0.661,0.552,0.164,-0.660,-0.141
2411,0.087,-0.404,-0.491,0.158,0.289,-0.448,0.298,0.435,0.770,0.625,0.664,0.554,0.162,-0.657,-0.142
2412,0.092,-0.408,-0.500,0.158,0.296,-0.455,0.297,0.438,0.773,0.626,0.664,0.553,0.163,-0.658,-0.141
2413,0.093,-0.415,-0.507,0.161,0.300,-0.462,0.295,0.437,0.774,0.628,0.663,0.552,0.164,-0.663,-0.141
2414,0.090,-0.416,-0.507,0.163,0.299,-0.462,0.299,0.439,0.776,0.628,0.664,0.553,0.165,-0.664,-0.141
2415,0.090,-0.413,-0.503,0.161,0.297,-0.458,0.300,0.441,0.778,0.628,0.661,0.550,0.164,-0.662,-0.141
2416,0.090,-0.412,-0.502,0.161,0.296,-0.458,0.301,0.444,0.781,0.630,0.661,0.550,0.166,-0.664,-0.141
2417,0.089,-0.418,-0.507,0.164,0.298,-0.463,0.303,0.449,0.786,0.634,0.666,0.558,0.173,-0.668,-0.141
2418,0.081,-0.429,-0.510,0.173,0.296,-0.470,0.307,0.453,0.791,0.639,0.669,0.560,0.166,-0.672,-0.142
2419,0.086,-0.428,-0.514,0.171,0.300,-0.471,0.306,0.454,0.794,0.639,0.668,0.558,0.161,-0.671,-0.145
2420,0.094,-0.418,-0.511,0.162,0.303,-0.465,0.305,0.456,0.794,0.640,0.668,0.558,0.165,-0.666,-0.144
2421,0.093,-0.413,-0.505,0.160,0.299,-0.459,0.306,0.459,0.795,0.642,0.668,0.558,0.166,-0.663,-0.144
2422,0.093,-0.409,-0.501,0.158,0.297,-0.455,0.305,0.460,0.796,0.642,0.668,0.558,0.165,-0.663,-0.146
2423,0.092,-0.402,-0.493,0.154,0.293,-0.448,0.305,0.460,0.796,0.641,0.668,0.558,0.168,-0.662,-0.147
2424,0.102,-0.397,-0.498,0.147,0.300,-0.448,0.303,0.459,0.795,0.641,0.667,0.558,0.174,-0.655,-0.147
2425,0.105,-0.398,-0.503,0.145,0.304,-0.451,0.305,0.463,0.799,0.644,0.669,0.558,0.172,-0.656,-0.148
2426,0.100,-0.400,-0.499,0.150,0.299,-0.450,0.309,0.469,0.805,0.648,0.672,0.560,0.168,-0.658,-0.150
2427,0.097,-0.392,-0.487,0.147,0.292,-0.440,0.308,0.469,0.806,0.647,0.671,0.560,0.169,-0.653,-0.151
2428,0.100,-0.385,-0.483,0.142,0.292,-0.434,0.306,0.469,0.807,0.647,0.671,0.557,0.170,-0.649,-0.153
2429,0.102,-0.384,-0.484,0.141,0.293,-0.434,0.307,0.472,0.809,0.648,0.666,0.551,0.170,-0.647,-0.151
2430,0.101,-0.385,-0.485,0.141,0.293,-0.435,0.308,0.474,0.811,0.649,0.665,0.556,0.172,-0.646,-0.150
2431,0.102,-0.393,-0.494,0.145,0.298,-0.444,0.309,0.478,0.816,0.652,0.673,0.565,0.176,-0.647,-0.151
2432,0.099,-0.400,-0.497,0.150,0.298,-0.449,0.312,0.482,0.818,0.655,0.676,0.562,0.173,-0.654,-0.151
2433,0.095,-0.404,-0.498,0.154,0.296,-0.451,0.314,0.485,0.822,0.658,0.678,0.562,0.172,-0.659,-0.154
2434,0.096,-0.407,-0.502,0.155,0.299,-0.455,0.312,0.488,0.826,0.661,0.676,0.558,0.170,-0.655,-0.153
2435,0.105,-0.402,-0.506,0.148,0.306,-0.454,0.309,0.490,0.827,0.660,0.669,0.556,0.170,-0.655,-0.153
2436,0.107,-0.400,-0.506,0.146,0.307,-0.453,0.312,0.493,0.831,0.663,0.676,0.561,0.174,-0.660,-0.156
2437,0.101,-0.406,-0.507,0.152,0.304,-0.457,0.317,0.498,0.836,0.671,0.686,0.561,0.173,-0.661,-0.158
2438,0.102,-0.416,-0.516,0.157,0.309,-0.466,0.317,0.503,0.840,0.671,0.683,0.565,0.174,-0.667,-0.157
